Gene	GC	Length
ENSG00000106052.TAX1BP1	36.49	101988
ENSG00000151503.NCAPD3	43.33	75334
ENSG00000135766.EGLN1	39.65	61293
ENSG00000199796.U6	38.89	107
ENSG00000213885.RPL13AP7	56.96	610
ENSG00000257221.RP11-689B22.2	50.63	12631
ENSG00000189171.S100A13	51.25	15610
ENSG00000264139.MIR3667	50.00	73
ENSG00000093009.CDC45	48.03	41153
ENSG00000179776.CDH5	49.54	38153
ENSG00000099256.PRTFDC1	41.87	103979
ENSG00000207656.MIR489	47.62	83
ENSG00000233783.AP001442.2	41.19	8600
ENSG00000225701.EIF4A1P13	45.65	229
ENSG00000266007.AP000318.1	65.62	63
ENSG00000067057.PFKP	51.07	70192
ENSG00000201668.Y_RNA	42.86	111
ENSG00000125352.RNF113A	54.83	1294
ENSG00000220008.LINGO3	59.21	18382
ENSG00000225341.AC013269.4	48.81	6907
ENSG00000180879.SSR4	61.54	4989
ENSG00000004975.DVL2	55.14	9204
ENSG00000224305.HLA-DQB2	47.38	7456
ENSG00000105427.CNFN	58.27	3268
ENSG00000213451.OR6C69P	41.66	892
ENSG00000259432.RP11-37C7.2	37.74	2206
ENSG00000139880.CDH24	57.26	10476
ENSG00000241341.RP11-395E19.2	47.50	399
ENSG00000173068.BNC2	38.89	454437
ENSG00000268048.RP3-461F17.1	43.64	290
ENSG00000151694.ADAM17	41.00	67306
ENSG00000267706.CTD-2105E13.6	59.85	7205
ENSG00000232864.CTD-2090I13.2	42.67	702
ENSG00000186105.LRRC70	32.72	2713
ENSG00000130950.FAM22F	57.89	13321
ENSG00000200062.U4	42.55	140
ENSG00000253818.IGLV1-41	57.09	514
ENSG00000207870.MIR221	47.27	109
ENSG00000261802.RP11-44I10.6	52.93	494
ENSG00000264490.WI2-87327B8.1	56.52	1917
ENSG00000202406.7SK	51.21	329
ENSG00000243954.Metazoa_SRP	53.72	295
ENSG00000206147.RP11-106A1.2	48.71	465
ENSG00000180357.ZNF609	42.52	186773
ENSG00000264058.KRT222	37.61	36344
ENSG00000247271.CTD-2003C8.1	40.49	48543
ENSG00000255335.RP11-358H18.2	62.25	1673
ENSG00000207739.MIR218-2	55.45	109
ENSG00000225968.ELFN1	55.76	59835
ENSG00000219653.GCNT1P4	45.29	328
ENSG00000132846.ZBED3	43.70	15251
ENSG00000128802.GDF2	51.38	3761
ENSG00000181827.RFX7	37.13	156005
ENSG00000082269.FAM135A	36.09	148233
ENSG00000121769.FABP3	50.62	11225
ENSG00000258442.RP11-474N8.5	50.62	2182
ENSG00000250293.RP11-369I16.1	51.57	1048
ENSG00000101251.SEL1L2	40.67	147196
ENSG00000226262.PHKBP1	36.14	1950
ENSG00000104915.STX10	55.36	6325
ENSG00000234761.RP11-38O14.5	50.00	2025
ENSG00000130204.TOMM40	56.25	13120
ENSG00000249960.RP11-791G16.5	47.79	677
ENSG00000255648.RP11-361I14.2	34.85	23083
ENSG00000096384.HSP90AB1	47.06	6796
ENSG00000168148.HIST3H3	63.41	480
ENSG00000266657.AL583842.7	50.60	82
ENSG00000268333.RP4-806M20.3	47.89	2720
ENSG00000182674.KCNB2	38.88	400958
ENSG00000114316.USP4	47.31	62881
ENSG00000199487.Y_RNA	41.18	101
ENSG00000244296.Metazoa_SRP	49.10	276
ENSG00000264431.RP11-285M22.2	52.29	1506
ENSG00000236766.MDC1-AS1	50.88	10116
ENSG00000252293.RNU7-64P	41.94	61
ENSG00000227322.RXRB	54.14	7263
ENSG00000161243.FBXO27	48.18	42071
ENSG00000259352.RP11-109D20.2	46.68	556
ENSG00000260450.RP11-523L20.1	39.30	6015
ENSG00000104356.POP1	41.81	42537
ENSG00000223952.TNF	52.82	2769
ENSG00000241847.RP1-20N2.4	46.89	852
ENSG00000255352.PPP1R10P1	47.69	1794
ENSG00000261237.TRBV5-3	55.25	466
ENSG00000259128.DUX4L2	73.28	1859
ENSG00000179292.TMEM151A	64.82	4794
ENSG00000008324.SS18L2	47.77	13274
ENSG00000116745.RPE65	38.82	21137
ENSG00000263602.MIR3185	63.24	67
ENSG00000232679.RP11-400N13.3	44.33	23058
ENSG00000261218.RP11-960L18.1	48.39	29458
ENSG00000253619.RP11-369K17.1	37.50	206689
ENSG00000200142.Y_RNA	44.90	97
ENSG00000252912.RNA5SP439	51.61	123
ENSG00000237175.NME1P1	48.95	381
ENSG00000266018.AP000781.1	58.00	99
ENSG00000148331.ASB6	59.86	5273
ENSG00000204501.PRAMEF9	48.16	7015
ENSG00000227091.RP5-1028L10.1	50.73	6303
ENSG00000242569.BX004987.3	35.72	31945
ENSG00000137274.BPHL	47.11	35204
ENSG00000207997.MIR644A	32.98	93
ENSG00000252378.AC004851.1	65.38	77
ENSG00000227198.C6orf47-AS1	56.58	2392
ENSG00000099284.H2AFY2	45.79	59463
ENSG00000260484.RP11-1081M5.2	42.86	2171
ENSG00000230075.C4A-AS1	57.82	3529
ENSG00000116062.MSH6	43.84	23871
ENSG00000232080.XXbac-BPG254F23.7	38.63	830
ENSG00000251019.HIGD1AP13	42.21	288
ENSG00000252849.snosnR60_Z15	30.68	87
ENSG00000267327.CTD-2008L17.1	37.83	130484
ENSG00000237850.RP11-483E23.2	51.63	9029
ENSG00000269351.AC233287.1	34.38	95
ENSG00000252063.U6	40.20	101
ENSG00000267749.CTC-265F19.1	57.64	2015
ENSG00000104450.SPAG1	40.18	101372
ENSG00000213830.CFL1P5	51.20	501
ENSG00000143970.ASXL2	39.64	140828
ENSG00000227290.RP4-544H6.2	40.65	18131
ENSG00000173230.GOLGB1	38.07	86556
ENSG00000249317.CTB-191D16.1	36.30	1437
ENSG00000229672.RP11-184A2.3	45.18	12159
ENSG00000199260.U6	42.86	104
ENSG00000222213.U6	39.05	104
ENSG00000239128.snoU13	44.23	103
ENSG00000252729.U6	40.57	105
ENSG00000236296.GUSBP5	39.63	89833
ENSG00000183479.TREX2	55.73	25867
ENSG00000222418.RNA5SP113	51.19	83
ENSG00000158874.APOA2	53.51	1339
ENSG00000139899.CBLN3	60.48	4422
ENSG00000249645.RP11-552M14.1	37.86	17985
ENSG00000202186.U6	37.50	103
ENSG00000255994.CCDC177	50.91	549
ENSG00000226513.COL11A2P	49.48	3536
ENSG00000268642.HNRNPH2	39.49	5838
ENSG00000088899.PROSAPIP1	59.30	10929
ENSG00000170092.AC018720.10	49.48	10227
ENSG00000225536.RP6-145B8.3	49.45	1625
ENSG00000223729.RP11-145E17.2	61.08	1466
ENSG00000268031.hsa-mir-141	55.79	94
ENSG00000268222.EEF1A1P7	45.03	1880
ENSG00000268038.AC011516.2	54.52	8414
ENSG00000198160.MIER1	36.15	63724
ENSG00000135835.KIAA1614	54.17	38460
ENSG00000229565.AC108056.1	36.42	35547
ENSG00000151692.RNF144A	44.89	150894
ENSG00000252839.U6	47.62	62
ENSG00000165566.FAM123A	43.37	10604
ENSG00000258788.RP11-404P21.9	47.28	238
ENSG00000238795.SCARNA12	57.78	269
ENSG00000172578.KLHL6	45.23	68158
ENSG00000184508.HDDC3	55.57	1651
ENSG00000234567.RP1-283K11.2	32.70	3748
ENSG00000262578.ZNF737	40.14	21048
ENSG00000228833.RP5-1014O16.9	56.57	98
ENSG00000110243.APOA5	60.22	3053
ENSG00000262034.RP11-124L9.4	60.14	3501
ENSG00000241061.AC090602.1	43.26	896
ENSG00000255507.RP11-535A19.2	45.00	11975
ENSG00000257009.RP11-685B13.2	42.58	6934
ENSG00000225241.NBPF8	43.62	28293
ENSG00000264001.CT867976.3	42.86	83
ENSG00000227173.MYL6P3	50.23	431
ENSG00000257911.CR382280.4	61.18	84
ENSG00000140030.GPR65	35.51	6951
ENSG00000199273.Y_RNA	45.54	111
ENSG00000169976.SF3B5	57.39	736
ENSG00000218565.RP11-12A2.1	44.27	1562
ENSG00000218186.KRT8P43	53.34	1778
ENSG00000254200.RPL7AP33	51.02	587
ENSG00000238741.SCARNA7	37.27	329
ENSG00000106633.GCK	49.97	53897
ENSG00000140416.TPM1	45.06	29283
ENSG00000233980.FDPSP2	51.84	896
ENSG00000252893.RNU7-58P	33.87	61
ENSG00000171773.NXNL1	50.83	5529
ENSG00000111321.LTBR	53.54	16522
ENSG00000255090.RP11-820L6.1	39.88	267449
ENSG00000263496.RP11-638L3.1	35.35	383073
ENSG00000066455.GOLGA5	39.61	45732
ENSG00000228392.RP11-343J18.1	45.12	5797
ENSG00000171291.ZNF439	43.96	35024
ENSG00000268755.SPIN4-AS1	45.83	2532
ENSG00000251711.U6	46.88	63
ENSG00000207709.MIR197	62.67	74
ENSG00000101166.SLMO2	40.89	9764
ENSG00000185100.ADSSL1	60.75	23139
ENSG00000244733.RP11-506M13.3	32.47	16210
ENSG00000256178.AC004889.1	41.74	2625
ENSG00000241596.RP11-326J18.1	47.00	2746
ENSG00000260675.CTD-2576D5.3	39.34	576
ENSG00000207309.U4	41.01	138
ENSG00000225619.AC009232.2	40.93	7878
ENSG00000248942.CTD-2275D24.4	39.30	1915
ENSG00000017483.SLC38A5	54.89	11724
ENSG00000214867.SRSF9P1	56.04	529
ENSG00000187533.C4orf40	33.35	43183
ENSG00000197914.HIST1H4K	62.71	353
ENSG00000246095.AC006445.8	55.01	1726
ENSG00000266627.Metazoa_SRP	55.81	257
ENSG00000133997.MED6	38.92	19410
ENSG00000141576.RNF157	44.99	97920
ENSG00000130714.POMT1	53.31	20904
ENSG00000251989.AL160011.1	32.47	76
ENSG00000100271.TTLL1	51.27	49912
ENSG00000262372.RP11-669E14.6	42.14	457
ENSG00000254305.MRPL9P1	50.73	612
ENSG00000095596.CYP26A1	53.01	4415
ENSG00000184524.CEND1	66.23	3019
ENSG00000133422.MORC2	44.90	41688
ENSG00000264659.CTD-2006K23.2	43.83	4888
ENSG00000242151.CTD-2501O3.3	43.70	269
ENSG00000226011.OFD1P1Y	36.17	15522
ENSG00000263818.CTD-2206N4.4	51.12	56171
ENSG00000229087.RP11-32P22.1	48.85	347
ENSG00000202412.Y_RNA	43.14	101
ENSG00000141255.SPATA22	40.62	73833
ENSG00000260992.DOCK9-AS2	50.43	806
ENSG00000243000.RP11-504P24.3	33.61	7759
ENSG00000099917.MED15	50.50	91719
ENSG00000259049.RP11-589M4.1	39.74	2503
ENSG00000212072.AL353147.1	34.62	103
ENSG00000189377.CXCL17	43.22	14760
ENSG00000268759.AC135983.2	54.76	5465
ENSG00000234565.COX6B1P1	54.46	212
ENSG00000233104.RP11-432J9.4	39.01	645
ENSG00000178381.ZFAND2A	54.85	8688
ENSG00000196954.CASP4	37.69	26570
ENSG00000235024.AC097468.7	50.80	17274
ENSG00000267309.CTD-2630F21.1	57.69	1391
ENSG00000200437.U6	41.12	106
ENSG00000139926.FRMD6	39.42	241627
ENSG00000129566.TEP1	47.41	47762
ENSG00000222589.7SK	50.68	291
ENSG00000227623.AC073987.2	41.28	234
ENSG00000230449.RPL7P4	41.23	729
ENSG00000169598.DFFB	51.66	28148
ENSG00000265829.MIR548AG1	33.33	65
ENSG00000224797.RP11-57C19.6	50.94	264
ENSG00000242488.RP11-270M14.1	50.94	957
ENSG00000008283.CYB561	57.41	14074
ENSG00000205424.AL592528.1	56.07	8458
ENSG00000255866.RP11-221N13.2	41.26	1298
ENSG00000133247.SUV420H2	64.88	8267
ENSG00000237881.C6orf10	38.37	55197
ENSG00000244167.RP4-733B9.1	42.36	372
ENSG00000179520.SLC17A8	42.27	64951
ENSG00000213252.RP11-819M15.1	40.16	1498
ENSG00000201140.7SK	47.52	302
ENSG00000231349.RP11-444C12.1	45.88	690
ENSG00000215802.RFKP1	48.60	427
ENSG00000231166.RP11-127L21.2	50.23	443
ENSG00000207045.U6	40.19	106
ENSG00000115232.ITGA4	36.12	78985
ENSG00000012822.CALCOCO1	49.38	16626
ENSG00000225012.RP13-348B13.2	34.04	23245
ENSG00000224930.LINC00162	62.74	5520
ENSG00000148835.TAF5	43.36	21098
ENSG00000257230.RP11-272B17.2	38.59	906
ENSG00000238782.RNU7-9P	46.77	61
ENSG00000252429.RNU7-29P	38.71	61
ENSG00000069345.DNAJA2	42.74	18400
ENSG00000259286.RP11-696L21.2	49.62	918
ENSG00000255319.CTD-2313N18.2	45.89	69443
ENSG00000141639.MAPK4	45.75	171746
ENSG00000266983.CTC-232P5.1	53.20	41960
ENSG00000265718.PDE4DIP	43.93	58197
ENSG00000237214.RP11-12M9.3	58.29	584
ENSG00000231702.RP11-54O7.10	44.81	153
ENSG00000169894.MUC3A	54.94	63931
ENSG00000265145.SNORD53	46.15	77
ENSG00000157111.TMEM171	47.69	11525
ENSG00000238537.snoU13	39.81	102
ENSG00000107672.NSMCE4A	43.84	18129
ENSG00000243252.XXbac-BPG254F23.6	50.12	2595
ENSG00000256450.RP11-424M22.1	50.49	926
ENSG00000232642.AC008073.7	44.41	9121
ENSG00000228598.MACC1-AS1	36.40	11615
ENSG00000253680.RP11-59O2.1	37.87	168
ENSG00000222677.AL513123.1	30.93	96
ENSG00000223671.RPL34P3	41.72	337
ENSG00000106038.EVX1	62.10	4883
ENSG00000086712.TXLNG	42.93	58092
ENSG00000251510.AC022486.1	36.46	55958
ENSG00000259823.LYPD8	44.46	32481
ENSG00000228765.ETF1P1	43.07	1290
ENSG00000249345.RP11-575F12.1	39.68	145180
ENSG00000145920.CPLX2	50.92	87710
ENSG00000263505.RP11-78F17.3	43.33	1206
ENSG00000230000.AC006455.1	51.80	2912
ENSG00000255520.RP11-390K5.3	43.52	7697
ENSG00000240964.Metazoa_SRP	50.35	287
ENSG00000236798.PAIP1P1	45.07	1823
ENSG00000259416.RP11-158M2.5	55.74	1296
ENSG00000244194.Metazoa_SRP	50.83	300
ENSG00000196532.HIST1H3C	58.61	458
ENSG00000231714.RP11-476H20.1	35.38	1483
ENSG00000221191.AL662890.1	50.93	107
ENSG00000232382.OR5K1	38.38	1096
ENSG00000269783.AL358938.1	50.15	3405
ENSG00000036828.CASR	41.03	102812
ENSG00000257798.CR751550.2	43.51	1086
ENSG00000117523.PRRC2C	38.30	107999
ENSG00000228550.RP11-483M24.2	53.25	399
ENSG00000266610.Metazoa_SRP	50.20	246
ENSG00000234394.RP11-561O23.5	46.51	2147
ENSG00000232149.FERP1	40.61	792
ENSG00000227850.SEPT2P1	41.67	179
ENSG00000138622.HCN4	55.08	49405
ENSG00000231877.RP11-177F15.1	36.29	52860
ENSG00000228411.CDY4P	44.99	1857
ENSG00000237377.AC005703.2	44.07	2915
ENSG00000260050.TRBV20-1	55.66	750
ENSG00000237205.RP11-425M17.3	38.90	711
ENSG00000234964.FABP5P7	43.90	409
ENSG00000268287.CTB-60B18.18	63.38	597
ENSG00000227869.RP11-807H17.1	34.45	35054
ENSG00000251234.PSMA2P2	46.36	3513
ENSG00000199059.MIR135B	52.58	96
ENSG00000144583.MARCH4	44.44	114162
ENSG00000217805.RP11-191A15.2	42.38	386
ENSG00000238249.HMGN2P17	48.05	742
ENSG00000243534.RP11-520B13.5	46.90	4651
ENSG00000172339.ALG14	40.37	90204
ENSG00000219368.ZNF299P	34.37	1803
ENSG00000151615.POU4F2	49.39	3581
ENSG00000132975.GPR12	44.70	5581
ENSG00000178202.KDELC2	41.21	26327
ENSG00000266362.hsa-mir-877	62.79	85
ENSG00000235778.AC130360.8	50.85	1116
ENSG00000238861.AP003064.1	50.00	89
ENSG00000205420.KRT6A	50.05	6083
ENSG00000106384.MOGAT3	54.66	6014
ENSG00000142856.ITGB3BP	36.68	152951
ENSG00000207601.MIR611	59.70	66
ENSG00000254492.KB-1073A2.1	39.77	175
ENSG00000267272.RP5-1052I5.1	45.03	39433
ENSG00000267811.RP11-727F15.11	58.73	486
ENSG00000250458.RP11-107E21.1	46.67	149
ENSG00000243609.RPS2P44	55.79	845
ENSG00000196652.ZKSCAN5	46.16	30049
ENSG00000065268.WDR18	62.12	11382
ENSG00000101049.SGK2	49.23	29269
ENSG00000247095.MIR210HG	61.54	2797
ENSG00000257513.RP11-677O4.1	45.92	20190
ENSG00000202025.U6	42.31	103
ENSG00000252134.Y_RNA	43.48	114
ENSG00000148488.ST8SIA6	40.81	135947
ENSG00000264517.AC003001.1	87.01	76
ENSG00000260084.RP11-615I2.1	44.61	15730
ENSG00000239148.U8	38.35	132
ENSG00000236731.RP4-801G22.2	48.61	789
ENSG00000227604.TOMM22P3	55.94	344
ENSG00000222412.Y_RNA	44.21	94
ENSG00000254433.RP11-677I18.3	34.81	15985
ENSG00000158483.FAM86C1	52.97	13726
ENSG00000127920.GNG11	38.27	4820
ENSG00000121073.SLC35B1	47.79	8071
ENSG00000122008.POLK	36.45	89388
ENSG00000236674.AL049636.1	41.41	1356
ENSG00000237811.GPR53P	52.68	1083
ENSG00000169856.ONECUT1	46.72	34087
ENSG00000216054.AC019201.1	45.56	89
ENSG00000060688.SNRNP40	42.04	37245
ENSG00000260951.RP5-978I12.1	40.38	1668
ENSG00000174898.CATSPERD	49.48	58057
ENSG00000225695.AC007272.2	46.63	962
ENSG00000228939.AKT3-IT1	43.31	1195
ENSG00000038532.CLEC16A	48.06	237701
ENSG00000207131.Y_RNA	41.59	112
ENSG00000237943.RP11-5N23.2	42.29	5260
ENSG00000207450.Y_RNA	35.64	100
ENSG00000221529.AC105227.1	44.44	107
ENSG00000200851.SNORD27	37.50	71
ENSG00000236572.AC006369.3	39.02	2713
ENSG00000179859.AC025335.1	48.90	2629
ENSG00000224462.C4BPAP1	36.49	18414
ENSG00000186723.OR10H1	56.34	1119
ENSG00000262048.RP1-232L24.4	43.36	534
ENSG00000240704.KLF7P1	52.58	1047
ENSG00000268448.RP11-552J9.9	46.24	2047
ENSG00000250909.RP11-843P14.2	45.92	5643
ENSG00000241186.TDGF1	43.33	51988
ENSG00000011243.AKAP8L	48.86	39091
ENSG00000233953.AC009970.1	49.33	4278
ENSG00000237790.AC009499.2	36.47	2324
ENSG00000239464.Metazoa_SRP	50.68	295
ENSG00000244211.PDZK1P2	42.13	15291
ENSG00000243797.CTB-111H14.1	39.82	397956
ENSG00000262516.RP11-95J11.1	43.69	482
ENSG00000254857.RP11-113D6.3	50.15	978
ENSG00000258225.RP11-136F16.1	35.64	39556
ENSG00000244237.RP11-1046B16.1	45.58	451
ENSG00000258349.AL663093.4	51.66	301
ENSG00000158470.B4GALT5	42.32	80933
ENSG00000250322.CTB-51E13.1	55.29	169
ENSG00000235685.RP11-126D17.1	41.04	613
ENSG00000250407.CTB-99A3.1	41.08	53778
ENSG00000183742.MACC1	36.48	82122
ENSG00000125107.CNOT1	41.44	109935
ENSG00000213285.AC138031.1	49.79	467
ENSG00000213172.RP1-228H13.2	45.45	417
ENSG00000253308.RP1-170O19.17	56.39	1985
ENSG00000171587.DSCAM	40.93	836139
ENSG00000139220.PPFIA2	34.50	501287
ENSG00000232109.AL022344.2	40.71	1048
ENSG00000267169.CTB-55O6.12	55.96	34088
ENSG00000205955.HSP90AA5P	42.44	2546
ENSG00000234438.KBTBD13	59.81	3122
ENSG00000266935.CTD-3234P18.2	42.78	1397
ENSG00000203645.LINC00501	42.20	28976
ENSG00000167543.TP53I13	63.48	7105
ENSG00000165131.C7orf34	53.89	1515
ENSG00000197122.SRC	54.10	61365
ENSG00000084234.APLP2	43.60	74967
ENSG00000258380.RP11-33N16.2	45.56	9474
ENSG00000264217.RP11-592B15.6	42.94	332
ENSG00000267342.RP11-552F3.10	60.41	3088
ENSG00000150712.MTMR12	44.09	86015
ENSG00000265298.RP13-104F24.3	52.47	891
ENSG00000262705.CR392000.2	56.27	1227
ENSG00000221803.SNORD23	70.00	109
ENSG00000265241.RBM8A	45.20	3846
ENSG00000251079.BMS1P2	39.61	13576
ENSG00000067836.ROGDI	63.26	5982
ENSG00000196391.ZNF774	45.93	13847
ENSG00000211765.TRBJ2-2	56.86	50
ENSG00000223502.RP11-96B5.3	33.02	5974
ENSG00000196233.LCOR	39.28	148783
ENSG00000091664.SLC17A6	36.54	41406
ENSG00000259472.RP13-996F3.3	42.86	41210
ENSG00000226159.RP11-478K7.2	39.62	41884
ENSG00000225767.RP5-850O15.3	38.99	9681
ENSG00000241648.CADM2-AS2	35.73	28063
ENSG00000233677.DDX39BP1	50.14	366
ENSG00000247416.RP11-629G13.1	52.98	4180
ENSG00000228963.GS1-388B5.5	48.62	906
ENSG00000118046.STK11	58.47	39022
ENSG00000269839.CTD-3233P19.7	38.17	20143
ENSG00000268418.AC233300.1	53.37	816
ENSG00000206480.FLOT1	49.69	15021
ENSG00000267151.hsa-mir-2117	44.92	6493
ENSG00000105229.PIAS4	59.38	31740
ENSG00000230347.CT47A8	49.53	3312
ENSG00000224446.DAQB-12N14.5	57.60	4148
ENSG00000254818.RP11-529A4.4	45.66	5367
ENSG00000129187.DCTD	46.10	27876
ENSG00000240914.RPL15P2	51.38	614
ENSG00000228133.AC099684.1	55.93	2990
ENSG00000170689.HOXB9	55.99	5321
ENSG00000267610.AC007787.2	60.48	1578
ENSG00000235178.ZNF311	41.46	10825
ENSG00000253660.CTC-353G13.1	42.40	15752
ENSG00000261384.RP11-60L3.2	57.13	1338
ENSG00000176567.OR4X1	49.67	917
ENSG00000109133.TMEM33	35.29	25452
ENSG00000175970.UNC119B	48.18	13205
ENSG00000229302.TAF9P2	40.61	888
ENSG00000231138.RP11-391M7.3	50.56	1079
ENSG00000269469.CTD-3148I10.9	55.95	23479
ENSG00000099282.TSPAN15	51.44	56196
ENSG00000199727.U3	47.64	211
ENSG00000128011.LRFN1	57.24	8768
ENSG00000248608.RP11-206P5.2	63.25	1678
ENSG00000230935.RPS3P1	50.00	191
ENSG00000213462.ERV3-1	45.75	15934
ENSG00000211934.IGHV1-2	56.40	499
ENSG00000126561.STAT5A	54.63	24396
ENSG00000115204.MPV17	50.33	16187
ENSG00000264981.RP11-434D2.10	57.91	1149
ENSG00000072858.SIDT1	40.79	97282
ENSG00000131634.TMEM204	58.04	26892
ENSG00000227986.TRIM60P18	40.73	1121
ENSG00000233785.RP13-314C10.5	45.13	9964
ENSG00000259804.CTD-2012K14.7	59.84	898
ENSG00000264523.RP11-158I9.7	49.84	2575
ENSG00000235779.AC079779.5	48.08	9256
ENSG00000188153.COL4A5	35.75	257701
ENSG00000221264.MIR1284	30.00	119
ENSG00000147364.FBXO25	42.20	64797
ENSG00000145495.MARCH6	39.52	81676
ENSG00000264932.CTD-2104P17.2	34.10	562
ENSG00000261085.RP11-1049H7.1	44.32	38016
ENSG00000169131.ZNF354A	46.17	19110
ENSG00000261089.RP11-435I10.3	58.05	1315
ENSG00000233904.HLA-E	55.45	4738
ENSG00000233428.AC019050.1	46.54	491
ENSG00000239402.CYP4F43P	42.94	11648
ENSG00000170417.TMEM182	38.97	106985
ENSG00000159784.FAM131B	55.07	9370
ENSG00000081665.ZNF506	40.49	35912
ENSG00000229247.RP11-492M19.3	53.36	237
ENSG00000214484.AC074008.1	49.66	873
ENSG00000263327.TAPT1-AS1	40.55	93477
ENSG00000225142.RP11-490K7.1	43.81	435
ENSG00000218502.H2AFZP3	50.39	386
ENSG00000254690.GS1-393G12.12	59.56	548
ENSG00000143321.HDGF	51.35	24818
ENSG00000255909.RP11-841C19.3	39.48	308
ENSG00000177181.RIMKLA	43.34	34384
ENSG00000266046.AC084209.1	56.52	68
ENSG00000257506.RP11-231C14.5	51.79	3712
ENSG00000220771.RP3-322L4.2	60.94	255
ENSG00000264669.AL136090.1	30.89	122
ENSG00000133460.SLC2A11	51.03	28850
ENSG00000225675.RP4-784A16.5	48.25	8969
ENSG00000204933.CD177P1	54.71	3616
ENSG00000138095.LRPPRC	37.13	109497
ENSG00000056097.ZFR	38.33	90411
ENSG00000223136.7SK	45.87	302
ENSG00000152700.SAR1B	43.44	48127
ENSG00000260199.CCL3L3	52.70	1889
ENSG00000251284.RP13-644M16.1	38.12	1177
ENSG00000159692.CTBP1	60.99	38505
ENSG00000224485.USP9YP7	30.90	2051
ENSG00000177627.C12orf54	43.83	14009
ENSG00000248307.LINC00616	38.60	103287
ENSG00000247092.SNHG10	47.24	2575
ENSG00000118094.TREH	49.56	22373
ENSG00000124249.KCNK15	54.61	5254
ENSG00000214108.CTD-2206G10.1	48.79	825
ENSG00000262286.RP1-232L24.4	50.34	889
ENSG00000225178.RPSAP56	52.14	885
ENSG00000145919.BOD1	44.51	9146
ENSG00000199262.MIR3607	34.92	62
ENSG00000259107.CTD-2128A3.1	37.17	26195
ENSG00000144118.RALB	46.37	54645
ENSG00000254593.RP11-757C15.3	49.44	887
ENSG00000247130.RP11-366H4.3	42.22	2557
ENSG00000249978.TRGV7	46.20	473
ENSG00000257185.RP11-626P14.2	34.89	27041
ENSG00000175279.APITD1	47.04	12266
ENSG00000223475.RP11-310H4.1	43.70	15165
ENSG00000260821.RP11-355D13.3	42.58	471
ENSG00000223182.SNORA74	51.24	200
ENSG00000095906.NUBP2	62.18	6290
ENSG00000230327.AC009234.1	45.04	725
ENSG00000257056.RP11-966I7.2	46.76	2296
ENSG00000184388.PABPC1L2B	49.77	2199
ENSG00000266045.RP11-466P24.7	41.04	2119
ENSG00000248280.RP11-33B1.2	46.67	9596
ENSG00000164161.HHIP	36.07	99250
ENSG00000230355.AC009474.2	48.53	135
ENSG00000254084.KB-1930G5.4	44.06	40579
ENSG00000176134.AL445665.1	47.36	10095
ENSG00000161800.RACGAP1	43.65	56213
ENSG00000234195.OR14J1	44.76	1116
ENSG00000231074.HCG18	42.65	36356
ENSG00000230468.KIAA0664P5	54.19	3400
ENSG00000142453.CARM1	54.29	51264
ENSG00000116127.ALMS1	38.27	225034
ENSG00000266896.RP1-266L20.9	40.92	1629
ENSG00000253048.U4	44.44	134
ENSG00000226345.AC083822.2	60.20	200
ENSG00000264803.MIR378C	54.32	80
ENSG00000249001.RP11-742B18.1	38.92	165921
ENSG00000199711.Y_RNA	41.18	101
ENSG00000088298.EDEM2	46.07	162768
ENSG00000123595.RAB9A	41.60	21381
ENSG00000261066.RP11-483K5.3	44.76	5464
ENSG00000140093.SERPINA10	46.79	9958
ENSG00000259431.THTPA	54.16	4264
ENSG00000264686.AC104458.1	31.37	101
ENSG00000233368.RP11-277L2.3	64.30	702
ENSG00000234640.RP11-264E18.1	46.00	3932
ENSG00000117713.ARID1A	45.93	86071
ENSG00000092931.MFSD11	44.16	45584
ENSG00000228949.UGT1A12P	44.31	852
ENSG00000251377.RP11-18H21.3	40.87	18449
ENSG00000207123.Y_RNA	44.12	101
ENSG00000229896.RP11-456H18.2	45.41	1186
ENSG00000257108.NHLRC4	64.36	2499
ENSG00000262347.KRTAP1-3	52.88	971
ENSG00000082482.KCNK2	36.37	231318
ENSG00000164483.SAMD3	39.15	221110
ENSG00000226339.RPS26P56	48.75	239
ENSG00000222192.Y_RNA	42.42	98
ENSG00000162747.FCGR3B	44.50	8767
ENSG00000225165.CTD-2538A21.1	39.60	643
ENSG00000258367.RP11-536C10.3	38.58	5865
ENSG00000201413.RNA5SP141	52.50	119
ENSG00000171202.TMEM126A	37.69	8580
ENSG00000235658.ATAT1	48.88	19981
ENSG00000173175.ADCY5	51.27	167462
ENSG00000229839.AC018462.2	41.67	77434
ENSG00000239393.CTD-2301A4.1	44.07	353
ENSG00000198555.RP11-598D12.4	60.65	11591
ENSG00000148123.LPPR1	38.59	296426
ENSG00000227078.AC004448.2	43.75	5322
ENSG00000198944.SOWAHA	57.44	3455
ENSG00000253774.CTD-3023L14.1	43.52	2230
ENSG00000234684.SDCBP2-AS1	43.97	52762
ENSG00000262698.snoU13	44.23	103
ENSG00000265181.MIR4674	82.76	86
ENSG00000259651.CTD-2330J20.1	38.75	288
ENSG00000253374.RP11-257P3.3	39.83	11657
ENSG00000226553.AC018735.1	57.39	1501
ENSG00000227751.RP1-20B21.4	50.40	622
ENSG00000162998.FRZB	36.86	33888
ENSG00000224928.KRT8P30	60.31	649
